,age,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,poutcome,y
3622,31.0,tertiary,no,614.0,no,no,aug,72.0,4.0,-1.0,0.0,unknown,no
3623,33.0,primary,no,1209.0,yes,no,apr,700.0,1.0,-1.0,0.0,unknown,no
3624,50.0,tertiary,no,202.0,yes,no,apr,107.0,1.0,148.0,4.0,failure,no
3625,51.0,secondary,no,1840.0,yes,no,aug,312.0,3.0,-1.0,0.0,unknown,no
3626,34.0,secondary,no,114.0,yes,yes,jun,153.0,1.0,309.0,3.0,other,no
3627,56.0,secondary,no,-229.0,no,yes,jul,55.0,10.0,-1.0,0.0,unknown,no
3628,29.0,secondary,no,182.0,yes,no,may,38.0,3.0,-1.0,0.0,unknown,no
3629,31.0,secondary,no,401.0,no,no,aug,96.0,3.0,-1.0,0.0,unknown,no
3630,44.0,unknown,no,759.0,yes,no,may,397.0,1.0,-1.0,0.0,unknown,no
3631,55.0,secondary,no,4194.0,no,yes,jul,208.0,3.0,-1.0,0.0,unknown,no
3632,35.0,unknown,no,0.0,no,no,jan,122.0,3.0,-1.0,0.0,unknown,no
3633,36.0,tertiary,no,629.0,yes,yes,dec,109.0,1.0,246.0,1.0,failure,no
3634,54.0,secondary,no,153.0,yes,yes,may,74.0,1.0,-1.0,0.0,unknown,no
3635,32.0,tertiary,no,553.0,yes,no,jul,72.0,1.0,-1.0,0.0,unknown,no
3636,36.0,tertiary,no,1057.0,no,no,feb,383.0,2.0,-1.0,0.0,unknown,no
3637,60.0,secondary,no,78.0,yes,no,may,113.0,3.0,-1.0,0.0,unknown,no
3638,32.0,secondary,no,-28.0,no,yes,jul,400.0,1.0,-1.0,0.0,unknown,no
3639,57.0,tertiary,no,929.0,no,no,aug,387.0,8.0,-1.0,0.0,unknown,no
3640,34.0,primary,no,428.0,yes,no,may,59.0,2.0,-1.0,0.0,unknown,no
3641,27.0,secondary,no,268.0,yes,no,may,528.0,1.0,358.0,2.0,failure,no
3642,52.0,tertiary,no,83.0,no,no,aug,1223.0,6.0,-1.0,0.0,unknown,yes
3643,45.0,unknown,no,998.0,yes,no,jul,38.0,2.0,-1.0,0.0,unknown,no
3644,58.0,secondary,no,2223.0,no,no,dec,1139.0,2.0,114.0,1.0,success,no
3645,39.0,primary,no,6.0,yes,no,nov,286.0,2.0,-1.0,0.0,unknown,no
3646,48.0,secondary,no,312.0,yes,yes,feb,369.0,2.0,-1.0,0.0,unknown,no
3647,36.0,secondary,no,0.0,no,no,aug,333.0,5.0,-1.0,0.0,unknown,no
3648,31.0,secondary,no,691.0,yes,no,may,198.0,1.0,-1.0,0.0,unknown,no
3649,41.0,tertiary,no,771.0,yes,no,aug,106.0,8.0,-1.0,0.0,unknown,no
3650,30.0,secondary,no,192.0,no,no,jul,423.0,1.0,-1.0,0.0,unknown,no
3651,57.0,tertiary,no,0.0,no,no,aug,116.0,4.0,-1.0,0.0,unknown,no
3652,29.0,secondary,no,1070.0,yes,no,may,30.0,1.0,357.0,1.0,other,yes
3653,29.0,secondary,no,84.0,yes,no,apr,1101.0,2.0,-1.0,0.0,unknown,yes
3654,30.0,tertiary,no,2.0,no,no,jun,102.0,1.0,85.0,1.0,failure,no
3655,44.0,tertiary,no,1242.0,yes,no,aug,384.0,6.0,-1.0,0.0,unknown,no
3656,33.0,unknown,no,5969.0,no,no,sep,156.0,2.0,127.0,8.0,failure,no
3657,56.0,secondary,no,3337.0,yes,no,nov,99.0,3.0,-1.0,0.0,unknown,no
3658,26.0,secondary,no,1347.0,no,no,jun,280.0,6.0,92.0,5.0,other,yes
3659,52.0,secondary,no,64.0,no,no,aug,20.0,2.0,-1.0,0.0,unknown,no
3660,32.0,secondary,no,249.0,yes,no,jun,258.0,1.0,-1.0,0.0,unknown,no
3661,36.0,secondary,no,0.0,no,no,aug,85.0,6.0,-1.0,0.0,unknown,no
3662,26.0,secondary,no,128.0,no,no,jul,355.0,1.0,-1.0,0.0,unknown,no
3663,37.0,secondary,no,196.0,yes,no,jun,66.0,3.0,-1.0,0.0,unknown,no
3664,34.0,secondary,no,351.0,yes,no,jul,467.0,1.0,-1.0,0.0,unknown,no
3665,26.0,secondary,no,5533.0,yes,no,may,582.0,2.0,283.0,4.0,failure,no
3666,32.0,secondary,no,38.0,yes,no,may,744.0,1.0,-1.0,0.0,unknown,yes
3667,30.0,tertiary,yes,35.0,no,no,jul,185.0,4.0,-1.0,0.0,unknown,no
3668,27.0,secondary,no,235.0,yes,no,may,13.0,5.0,-1.0,0.0,unknown,no
3669,42.0,secondary,no,30.0,yes,no,feb,98.0,1.0,266.0,3.0,failure,no
3670,33.0,primary,no,92.0,yes,no,may,127.0,1.0,-1.0,0.0,unknown,no
3671,37.0,secondary,no,67.0,no,no,jun,45.0,2.0,-1.0,0.0,unknown,no
3672,45.0,secondary,no,4022.0,yes,no,jan,244.0,3.0,-1.0,0.0,unknown,no
3673,36.0,tertiary,no,3057.0,no,no,jun,2769.0,4.0,-1.0,0.0,unknown,yes
3674,39.0,tertiary,no,0.0,yes,no,may,561.0,4.0,369.0,3.0,failure,no
3675,33.0,tertiary,no,349.0,no,no,aug,182.0,1.0,-1.0,0.0,unknown,no
3676,47.0,secondary,no,2322.0,no,no,aug,618.0,1.0,-1.0,0.0,unknown,no
3677,49.0,secondary,no,167.0,yes,yes,may,198.0,3.0,-1.0,0.0,unknown,no
3678,46.0,secondary,no,558.0,no,no,aug,126.0,6.0,-1.0,0.0,unknown,no
3679,31.0,secondary,no,-230.0,yes,yes,jul,715.0,1.0,-1.0,0.0,unknown,no
3680,43.0,secondary,no,4094.0,yes,no,nov,63.0,1.0,-1.0,0.0,unknown,no
3681,30.0,secondary,yes,239.0,yes,no,may,412.0,1.0,-1.0,0.0,unknown,yes
3682,43.0,tertiary,no,497.0,no,no,may,66.0,1.0,363.0,22.0,failure,no
3683,42.0,secondary,no,179.0,yes,no,nov,96.0,1.0,-1.0,0.0,unknown,no
3684,30.0,tertiary,no,305.0,no,no,apr,633.0,1.0,85.0,2.0,success,yes
3685,33.0,tertiary,no,-67.0,yes,no,may,364.0,1.0,-1.0,0.0,unknown,no
3686,41.0,secondary,no,4539.0,no,no,may,298.0,3.0,-1.0,0.0,unknown,no
3687,29.0,secondary,no,770.0,yes,no,apr,341.0,1.0,-1.0,0.0,unknown,no
3688,38.0,secondary,no,-673.0,yes,no,may,364.0,1.0,-1.0,0.0,unknown,no
3689,29.0,tertiary,no,858.0,yes,no,jun,234.0,7.0,330.0,1.0,failure,no
3690,80.0,primary,no,0.0,no,no,feb,639.0,1.0,189.0,1.0,failure,yes
3691,38.0,tertiary,no,5244.0,no,no,aug,310.0,4.0,-1.0,0.0,unknown,no
3692,36.0,primary,no,117.0,yes,no,jun,123.0,4.0,-1.0,0.0,unknown,no
3693,38.0,tertiary,no,846.0,no,no,jun,253.0,1.0,-1.0,0.0,unknown,no
3694,44.0,secondary,yes,0.0,yes,no,jul,96.0,2.0,-1.0,0.0,unknown,no
3695,31.0,tertiary,no,1331.0,no,no,apr,297.0,1.0,86.0,3.0,success,yes
3696,31.0,secondary,no,31.0,yes,yes,may,501.0,2.0,-1.0,0.0,unknown,no
3697,57.0,primary,no,179.0,yes,no,may,67.0,1.0,368.0,2.0,failure,no
3698,37.0,primary,no,543.0,yes,no,may,281.0,1.0,-1.0,0.0,unknown,no
3699,50.0,secondary,no,253.0,yes,yes,may,475.0,2.0,-1.0,0.0,unknown,no
3700,60.0,primary,no,71188.0,no,no,oct,205.0,1.0,-1.0,0.0,unknown,no
3701,51.0,tertiary,no,5108.0,yes,no,oct,272.0,1.0,102.0,8.0,other,no
3702,48.0,secondary,no,1738.0,yes,no,apr,349.0,1.0,-1.0,0.0,unknown,no
3703,42.0,primary,no,-97.0,yes,no,feb,216.0,4.0,271.0,5.0,failure,no
3704,36.0,secondary,no,199.0,yes,no,jul,183.0,1.0,-1.0,0.0,unknown,no
3705,43.0,tertiary,no,489.0,yes,no,may,130.0,1.0,172.0,2.0,other,no
3706,31.0,primary,no,355.0,yes,yes,jun,61.0,6.0,-1.0,0.0,unknown,no
3707,49.0,secondary,no,-97.0,yes,no,jun,92.0,2.0,-1.0,0.0,unknown,no
3708,35.0,tertiary,no,473.0,no,yes,aug,37.0,2.0,-1.0,0.0,unknown,no
3709,44.0,secondary,no,6649.0,yes,no,nov,354.0,2.0,-1.0,0.0,unknown,no
3710,34.0,tertiary,no,263.0,no,no,may,203.0,1.0,78.0,8.0,other,no
3711,46.0,secondary,no,,no,no,may,152.0,1.0,-1.0,0.0,unknown,no
3712,49.0,primary,no,1032.0,yes,no,jun,41.0,5.0,-1.0,0.0,unknown,no
3713,32.0,secondary,no,119.0,no,no,may,20.0,5.0,-1.0,0.0,unknown,no
3714,35.0,tertiary,no,434.0,yes,no,may,277.0,1.0,271.0,2.0,success,no
3715,51.0,secondary,no,2967.0,no,no,jun,83.0,2.0,-1.0,0.0,unknown,no
3716,57.0,secondary,no,-331.0,yes,no,may,531.0,1.0,-1.0,0.0,unknown,no
3717,59.0,tertiary,no,1585.0,no,no,aug,91.0,5.0,-1.0,0.0,unknown,no
3718,40.0,unknown,no,4384.0,yes,no,may,315.0,1.0,-1.0,0.0,unknown,no
3719,49.0,tertiary,no,588.0,no,no,aug,70.0,9.0,-1.0,0.0,unknown,no
3720,51.0,secondary,no,3180.0,yes,no,jul,384.0,1.0,-1.0,0.0,unknown,no
3721,35.0,secondary,yes,0.0,no,yes,jul,105.0,3.0,-1.0,0.0,unknown,no
3722,29.0,secondary,no,-76.0,yes,no,may,305.0,2.0,-1.0,0.0,unknown,no
3723,32.0,secondary,no,152.0,yes,no,may,158.0,2.0,-1.0,0.0,unknown,yes
3724,37.0,secondary,no,1040.0,yes,no,may,199.0,1.0,173.0,2.0,failure,no
3725,49.0,primary,no,-384.0,yes,no,may,25.0,1.0,-1.0,0.0,unknown,no
3726,45.0,unknown,no,473.0,yes,no,may,147.0,1.0,-1.0,0.0,unknown,no
3727,34.0,secondary,no,475.0,yes,no,jul,538.0,8.0,-1.0,0.0,unknown,no
3728,53.0,secondary,no,0.0,no,no,aug,77.0,9.0,-1.0,0.0,unknown,no
3729,42.0,primary,no,149.0,no,no,aug,94.0,2.0,-1.0,0.0,unknown,no
3730,43.0,secondary,no,3285.0,yes,no,may,1721.0,2.0,-1.0,0.0,unknown,yes
3731,52.0,secondary,no,424.0,no,no,nov,143.0,1.0,154.0,3.0,failure,no
3732,34.0,secondary,no,79.0,no,yes,nov,104.0,1.0,-1.0,0.0,unknown,no
3733,34.0,tertiary,no,674.0,yes,no,aug,587.0,2.0,-1.0,0.0,unknown,yes
3734,27.0,secondary,no,0.0,yes,no,jul,1608.0,13.0,-1.0,0.0,unknown,yes
3735,43.0,tertiary,no,58.0,yes,no,feb,48.0,4.0,-1.0,0.0,unknown,no
3736,41.0,tertiary,no,532.0,yes,no,jul,74.0,1.0,-1.0,0.0,unknown,no
3737,72.0,secondary,no,4130.0,no,no,nov,427.0,1.0,-1.0,0.0,unknown,no
3738,35.0,primary,no,422.0,yes,no,may,73.0,1.0,-1.0,0.0,unknown,no
3739,41.0,tertiary,no,437.0,yes,no,jun,14.0,21.0,-1.0,0.0,unknown,no
3740,36.0,primary,no,-308.0,yes,no,may,725.0,1.0,-1.0,0.0,unknown,yes
3741,51.0,primary,no,30.0,yes,no,jul,333.0,2.0,-1.0,0.0,unknown,no
3742,37.0,tertiary,no,137.0,no,no,aug,244.0,6.0,-1.0,0.0,unknown,no
3743,42.0,secondary,no,-247.0,yes,yes,oct,519.0,1.0,166.0,1.0,other,yes
3744,26.0,secondary,no,321.0,yes,no,jul,242.0,7.0,-1.0,0.0,unknown,no
3745,23.0,secondary,no,250.0,yes,no,may,222.0,1.0,-1.0,0.0,unknown,no
3746,50.0,tertiary,no,-470.0,yes,no,nov,130.0,2.0,160.0,1.0,failure,no
3747,37.0,secondary,no,140.0,yes,yes,may,490.0,1.0,-1.0,0.0,unknown,no
3748,35.0,tertiary,no,2793.0,no,no,nov,258.0,2.0,-1.0,0.0,unknown,no
3749,37.0,tertiary,no,410.0,,no,jan,337.0,2.0,-1.0,0.0,unknown,no
3750,79.0,unknown,no,2628.0,no,no,jul,220.0,7.0,450.0,2.0,failure,no
3751,39.0,secondary,no,116.0,no,no,aug,79.0,2.0,94.0,2.0,success,no
3752,47.0,secondary,no,0.0,yes,no,jul,250.0,1.0,-1.0,0.0,unknown,no
3753,44.0,secondary,no,878.0,yes,no,jun,130.0,1.0,-1.0,0.0,unknown,no
3754,36.0,tertiary,no,2944.0,no,no,aug,882.0,8.0,-1.0,0.0,unknown,yes
3755,33.0,secondary,no,3975.0,yes,yes,apr,515.0,1.0,150.0,1.0,other,no
3756,42.0,secondary,no,96.0,yes,no,may,238.0,3.0,340.0,2.0,failure,no
3757,35.0,tertiary,no,2288.0,no,no,may,32.0,2.0,-1.0,0.0,unknown,no
3758,31.0,secondary,no,472.0,yes,no,may,907.0,2.0,-1.0,0.0,unknown,no
3759,58.0,primary,no,65.0,no,no,jun,162.0,1.0,-1.0,0.0,unknown,no
3760,46.0,tertiary,no,0.0,no,no,may,70.0,2.0,-1.0,0.0,unknown,no
3761,41.0,secondary,no,400.0,yes,no,jun,99.0,6.0,-1.0,0.0,unknown,no
3762,58.0,secondary,no,7495.0,yes,no,may,325.0,1.0,-1.0,0.0,unknown,no
3763,33.0,secondary,no,137.0,no,yes,jul,305.0,12.0,-1.0,0.0,unknown,no
3764,31.0,secondary,no,24.0,yes,no,nov,631.0,1.0,-1.0,0.0,unknown,no
3765,55.0,secondary,no,3450.0,no,no,feb,169.0,1.0,183.0,1.0,failure,yes
3766,38.0,secondary,no,311.0,yes,no,may,61.0,2.0,-1.0,0.0,unknown,no
3767,55.0,secondary,no,139.0,no,no,aug,256.0,2.0,-1.0,0.0,unknown,no
3768,47.0,tertiary,no,0.0,no,no,jun,58.0,3.0,-1.0,0.0,unknown,no
3769,51.0,primary,no,492.0,yes,no,may,142.0,3.0,-1.0,0.0,unknown,no
3770,46.0,tertiary,no,334.0,yes,no,may,36.0,6.0,90.0,2.0,other,no
3771,61.0,tertiary,no,997.0,no,no,mar,106.0,1.0,-1.0,0.0,unknown,yes
3772,47.0,tertiary,no,440.0,no,no,aug,71.0,4.0,-1.0,0.0,unknown,no
3773,34.0,secondary,no,47.0,no,no,aug,132.0,6.0,-1.0,0.0,unknown,no
3774,34.0,secondary,no,1298.0,yes,no,may,120.0,1.0,-1.0,0.0,unknown,no
3775,41.0,tertiary,no,3355.0,no,no,oct,181.0,2.0,500.0,1.0,failure,no
3776,36.0,secondary,no,-11.0,no,no,jun,152.0,2.0,-1.0,0.0,unknown,no
3777,26.0,secondary,no,396.0,yes,no,may,302.0,1.0,-1.0,0.0,unknown,no
3778,35.0,tertiary,no,8.0,no,no,apr,93.0,3.0,-1.0,0.0,unknown,yes
3779,36.0,secondary,no,1409.0,no,no,jun,235.0,2.0,-1.0,0.0,unknown,no
3780,26.0,tertiary,no,170.0,no,no,jun,129.0,1.0,-1.0,0.0,unknown,yes
3781,58.0,primary,no,2769.0,yes,no,jul,94.0,2.0,-1.0,0.0,unknown,no
3782,50.0,secondary,no,2320.0,yes,no,apr,310.0,1.0,-1.0,0.0,unknown,no
3783,61.0,secondary,no,76.0,yes,no,jul,195.0,7.0,-1.0,0.0,unknown,no
3784,28.0,secondary,no,2034.0,yes,no,may,196.0,1.0,-1.0,0.0,unknown,no
3785,49.0,primary,no,3018.0,yes,no,may,93.0,1.0,-1.0,0.0,unknown,no
3786,74.0,secondary,no,921.0,no,no,apr,394.0,2.0,-1.0,0.0,unknown,yes
3787,53.0,secondary,no,483.0,yes,no,feb,288.0,3.0,-1.0,0.0,unknown,no
3788,46.0,secondary,no,390.0,yes,no,jul,208.0,2.0,-1.0,0.0,unknown,no
3789,47.0,tertiary,no,0.0,no,no,oct,508.0,1.0,-1.0,0.0,unknown,yes
3790,42.0,primary,no,92.0,no,no,jul,86.0,2.0,-1.0,0.0,unknown,no
3791,56.0,secondary,no,22196.0,yes,no,nov,189.0,1.0,-1.0,0.0,unknown,no
3792,42.0,secondary,no,2.0,no,no,may,249.0,2.0,-1.0,0.0,unknown,no
3793,49.0,primary,no,249.0,yes,no,nov,450.0,1.0,-1.0,0.0,unknown,no
3794,43.0,unknown,no,3274.0,yes,no,may,680.0,1.0,95.0,1.0,failure,no
3795,39.0,secondary,no,5731.0,yes,no,may,175.0,2.0,-1.0,0.0,unknown,no
3796,66.0,primary,no,206.0,no,no,feb,479.0,1.0,-1.0,0.0,unknown,yes
3797,30.0,tertiary,no,2325.0,no,no,apr,270.0,3.0,241.0,4.0,other,no
3798,38.0,tertiary,no,0.0,no,no,jul,164.0,1.0,-1.0,0.0,unknown,no
3799,31.0,secondary,no,1664.0,yes,no,apr,158.0,1.0,182.0,1.0,success,no
3800,32.0,secondary,no,3333.0,no,no,aug,50.0,4.0,-1.0,0.0,unknown,no
3801,48.0,secondary,no,7020.0,no,no,aug,80.0,2.0,-1.0,0.0,unknown,no
3802,34.0,tertiary,no,37.0,no,no,feb,45.0,1.0,-1.0,0.0,unknown,no
3803,28.0,secondary,no,28.0,no,no,jan,220.0,2.0,-1.0,0.0,unknown,no
3804,40.0,secondary,no,1670.0,yes,no,jun,161.0,2.0,-1.0,0.0,unknown,no
3805,36.0,secondary,no,134.0,no,no,may,98.0,1.0,-1.0,0.0,unknown,no
3806,52.0,secondary,no,603.0,no,yes,jun,79.0,1.0,-1.0,0.0,unknown,no
3807,46.0,primary,no,276.0,yes,yes,may,157.0,2.0,-1.0,0.0,unknown,no
3808,25.0,secondary,no,2157.0,yes,no,jul,339.0,1.0,-1.0,0.0,unknown,no
3809,52.0,secondary,no,161.0,yes,no,may,274.0,2.0,-1.0,0.0,unknown,no
3810,40.0,primary,no,3658.0,yes,no,may,977.0,1.0,-1.0,0.0,unknown,no
3811,26.0,tertiary,yes,-402.0,no,yes,may,127.0,2.0,-1.0,0.0,unknown,no
3812,26.0,primary,no,3342.0,yes,no,jun,329.0,4.0,-1.0,0.0,unknown,no
3813,35.0,secondary,no,1732.0,no,no,nov,1441.0,3.0,-1.0,0.0,unknown,no
3814,40.0,secondary,no,263.0,yes,no,may,231.0,1.0,-1.0,0.0,unknown,no
3815,31.0,tertiary,no,623.0,yes,no,may,96.0,2.0,349.0,5.0,failure,no
3816,32.0,secondary,no,3540.0,yes,no,may,213.0,1.0,178.0,1.0,failure,no
3817,33.0,secondary,no,95.0,yes,no,apr,335.0,1.0,-1.0,0.0,unknown,yes
3818,53.0,secondary,no,765.0,yes,no,may,959.0,3.0,174.0,7.0,other,yes
3819,46.0,secondary,no,-824.0,yes,no,aug,429.0,3.0,-1.0,0.0,unknown,yes
3820,28.0,tertiary,no,5549.0,no,no,jul,383.0,6.0,-1.0,0.0,unknown,no
3821,31.0,secondary,no,191.0,yes,no,jun,40.0,1.0,-1.0,0.0,unknown,no
3822,44.0,primary,no,420.0,yes,no,may,110.0,2.0,-1.0,0.0,unknown,no
3823,35.0,secondary,no,0.0,,no,may,326.0,1.0,-1.0,0.0,unknown,no
3824,50.0,unknown,no,2706.0,yes,no,may,179.0,3.0,-1.0,0.0,unknown,no
3825,32.0,secondary,yes,4.0,yes,yes,aug,132.0,8.0,-1.0,0.0,unknown,no
3826,51.0,secondary,no,423.0,yes,yes,oct,95.0,1.0,-1.0,0.0,unknown,no
3827,51.0,tertiary,no,-892.0,yes,yes,aug,248.0,2.0,-1.0,0.0,unknown,no
3828,31.0,unknown,no,-120.0,yes,no,feb,100.0,3.0,201.0,2.0,failure,no
3829,41.0,secondary,no,-365.0,yes,no,may,226.0,10.0,-1.0,0.0,unknown,no
3830,57.0,tertiary,no,27069.0,no,yes,jun,174.0,3.0,-1.0,0.0,unknown,no
3831,34.0,tertiary,no,8038.0,yes,no,apr,29.0,3.0,152.0,1.0,failure,no
3832,47.0,secondary,no,-938.0,yes,no,may,176.0,2.0,-1.0,0.0,unknown,no
3833,47.0,secondary,no,1139.0,yes,no,jul,106.0,2.0,-1.0,0.0,unknown,no
3834,36.0,secondary,no,189.0,yes,no,nov,136.0,1.0,120.0,1.0,failure,no
3835,29.0,tertiary,no,19.0,no,no,feb,110.0,2.0,64.0,2.0,success,yes
3836,39.0,secondary,no,3663.0,no,no,aug,230.0,3.0,-1.0,0.0,unknown,no
3837,53.0,unknown,no,0.0,no,no,may,140.0,7.0,-1.0,0.0,unknown,no
3838,47.0,secondary,yes,-614.0,yes,no,may,118.0,2.0,-1.0,0.0,unknown,no
3839,51.0,secondary,no,2323.0,yes,yes,aug,151.0,10.0,-1.0,0.0,unknown,no
3840,48.0,secondary,no,425.0,yes,no,jul,693.0,2.0,-1.0,0.0,unknown,no
3841,32.0,secondary,no,5122.0,no,no,aug,31.0,1.0,-1.0,0.0,unknown,no
3842,36.0,tertiary,no,608.0,no,no,aug,125.0,2.0,-1.0,0.0,unknown,no
3843,50.0,primary,no,341.0,yes,yes,apr,670.0,4.0,340.0,2.0,success,yes
3844,39.0,secondary,no,607.0,yes,no,may,454.0,2.0,364.0,3.0,failure,yes
3845,31.0,secondary,no,1495.0,yes,yes,may,159.0,3.0,-1.0,0.0,unknown,no
3846,49.0,secondary,no,381.0,no,no,aug,504.0,2.0,-1.0,0.0,unknown,no
3847,33.0,secondary,no,385.0,no,no,aug,29.0,28.0,-1.0,0.0,unknown,no
3848,26.0,tertiary,no,1274.0,yes,no,jun,190.0,1.0,84.0,1.0,failure,no
3849,27.0,secondary,no,362.0,yes,no,may,332.0,2.0,-1.0,0.0,unknown,no
3850,51.0,primary,no,377.0,yes,no,feb,143.0,4.0,272.0,1.0,failure,no
3851,26.0,secondary,no,802.0,no,no,jan,77.0,1.0,2.0,2.0,other,no
3852,45.0,secondary,no,194.0,no,no,jul,517.0,4.0,-1.0,0.0,unknown,no
3853,54.0,secondary,no,-315.0,no,yes,jul,2029.0,1.0,-1.0,0.0,unknown,yes
3854,49.0,tertiary,no,1843.0,yes,no,may,269.0,1.0,-1.0,0.0,unknown,no
3855,47.0,secondary,no,-9.0,no,no,aug,457.0,2.0,-1.0,0.0,unknown,no
3856,42.0,primary,no,83.0,no,yes,aug,184.0,1.0,-1.0,0.0,unknown,no
3857,50.0,tertiary,no,433.0,yes,no,may,47.0,4.0,-1.0,0.0,unknown,no
3858,37.0,secondary,no,-107.0,yes,no,may,158.0,2.0,-1.0,0.0,unknown,no
3859,54.0,primary,no,4503.0,no,no,nov,168.0,3.0,-1.0,0.0,unknown,no
3860,40.0,secondary,no,51.0,yes,no,may,50.0,1.0,-1.0,0.0,unknown,no
3861,50.0,secondary,no,961.0,no,yes,aug,757.0,4.0,-1.0,0.0,unknown,no
3862,57.0,secondary,no,49.0,yes,yes,aug,93.0,4.0,-1.0,0.0,unknown,no
3863,33.0,secondary,no,3470.0,no,no,aug,285.0,2.0,-1.0,0.0,unknown,no
3864,49.0,secondary,no,-147.0,yes,no,apr,390.0,1.0,-1.0,0.0,unknown,no
3865,35.0,secondary,no,0.0,yes,no,may,146.0,2.0,-1.0,0.0,unknown,no
3866,28.0,secondary,no,0.0,yes,no,may,386.0,1.0,-1.0,0.0,unknown,no
3867,58.0,tertiary,no,172.0,no,no,aug,145.0,7.0,-1.0,0.0,unknown,no
3868,31.0,secondary,no,-407.0,no,yes,jul,230.0,1.0,-1.0,0.0,unknown,no
3869,36.0,tertiary,no,649.0,no,no,jul,237.0,2.0,91.0,1.0,failure,no
3870,49.0,primary,no,1040.0,no,no,jul,474.0,2.0,-1.0,0.0,unknown,no
3871,30.0,secondary,no,142.0,yes,no,may,350.0,4.0,-1.0,0.0,unknown,no
3872,29.0,secondary,no,209.0,yes,no,jul,487.0,7.0,-1.0,0.0,unknown,no
3873,50.0,unknown,no,3304.0,no,no,jun,1009.0,2.0,-1.0,0.0,unknown,no
3874,26.0,tertiary,no,294.0,no,no,mar,87.0,1.0,91.0,2.0,success,yes
3875,27.0,secondary,no,4848.0,yes,yes,jul,82.0,3.0,-1.0,0.0,unknown,no
3876,32.0,secondary,no,1670.0,yes,no,may,183.0,1.0,-1.0,0.0,unknown,no
3877,62.0,secondary,no,367.0,no,no,mar,139.0,5.0,-1.0,0.0,unknown,no
3878,34.0,secondary,no,13683.0,yes,no,jun,115.0,3.0,-1.0,0.0,unknown,no
3879,25.0,tertiary,no,1420.0,no,no,apr,124.0,2.0,-1.0,0.0,unknown,no
3880,34.0,tertiary,no,340.0,yes,no,jun,633.0,28.0,-1.0,0.0,unknown,no
3881,44.0,secondary,no,1679.0,no,no,oct,718.0,1.0,-1.0,0.0,unknown,yes
3882,38.0,tertiary,no,1198.0,yes,no,feb,63.0,1.0,-1.0,0.0,unknown,no
3883,57.0,secondary,no,169.0,no,no,aug,180.0,1.0,106.0,2.0,failure,no
3884,36.0,tertiary,no,506.0,no,no,aug,47.0,1.0,120.0,1.0,failure,no
3885,41.0,secondary,no,1249.0,yes,no,jul,391.0,1.0,-1.0,0.0,unknown,no
3886,36.0,tertiary,no,678.0,no,yes,jul,85.0,3.0,-1.0,0.0,unknown,no
3887,27.0,tertiary,no,212.0,yes,no,may,373.0,1.0,-1.0,0.0,unknown,no
3888,37.0,secondary,no,23.0,no,no,aug,289.0,2.0,-1.0,0.0,unknown,no
3889,47.0,tertiary,no,4402.0,no,no,dec,805.0,1.0,190.0,1.0,other,yes
3890,31.0,primary,no,459.0,yes,no,may,623.0,1.0,293.0,1.0,success,yes
3891,39.0,secondary,no,4722.0,yes,no,jun,483.0,1.0,-1.0,0.0,unknown,no
3892,35.0,tertiary,no,1555.0,yes,no,may,26.0,2.0,-1.0,0.0,unknown,no
3893,40.0,secondary,,61.0,yes,no,may,112.0,3.0,-1.0,0.0,unknown,no
3894,38.0,tertiary,no,0.0,yes,no,nov,213.0,2.0,-1.0,0.0,unknown,no
3895,31.0,secondary,no,3706.0,yes,no,nov,129.0,1.0,-1.0,0.0,unknown,no
3896,36.0,primary,no,1177.0,no,no,apr,330.0,1.0,311.0,4.0,success,yes
3897,53.0,primary,no,2096.0,no,no,jun,104.0,1.0,-1.0,0.0,unknown,no
3898,59.0,primary,no,748.0,no,no,may,184.0,1.0,-1.0,0.0,unknown,no
3899,29.0,tertiary,no,3357.0,no,no,jul,120.0,3.0,-1.0,0.0,unknown,no
3900,30.0,secondary,no,3809.0,yes,no,jun,159.0,4.0,-1.0,0.0,unknown,no
3901,52.0,secondary,no,395.0,yes,no,may,391.0,3.0,-1.0,0.0,unknown,no
3902,55.0,secondary,no,1011.0,yes,no,aug,112.0,2.0,-1.0,0.0,unknown,no
3903,56.0,primary,no,420.0,yes,no,may,76.0,1.0,-1.0,0.0,unknown,no
3904,32.0,secondary,no,76.0,yes,no,may,189.0,2.0,-1.0,0.0,unknown,no
3905,24.0,secondary,no,0.0,no,no,may,94.0,1.0,-1.0,0.0,unknown,no
3906,51.0,primary,no,844.0,yes,no,may,184.0,3.0,-1.0,0.0,unknown,no
3907,36.0,tertiary,no,1318.0,yes,no,aug,100.0,2.0,-1.0,0.0,unknown,no
3908,36.0,tertiary,no,167.0,yes,no,jan,57.0,1.0,-1.0,0.0,unknown,no
3909,42.0,tertiary,no,2187.0,yes,no,nov,525.0,3.0,-1.0,0.0,unknown,yes
3910,49.0,secondary,no,14440.0,yes,no,nov,60.0,1.0,-1.0,0.0,unknown,no
3911,48.0,secondary,no,2294.0,yes,no,may,251.0,11.0,-1.0,0.0,unknown,no
3912,36.0,secondary,no,80.0,yes,no,may,251.0,3.0,-1.0,0.0,unknown,no
3913,48.0,primary,no,2537.0,no,no,aug,219.0,6.0,-1.0,0.0,unknown,no
3914,30.0,tertiary,no,569.0,no,no,aug,976.0,12.0,-1.0,0.0,unknown,yes
